Codice,Varieta,Codice del clone,Nome del clone,Data di approvazione,Costitutore,Sinonimi,Annotazioni,Gazzetta ufficiale,Data G.U.
199,PRIMITIVO N.,010,I - CRSA - CD Ta 7,2013-09-27,66/71/11,,,G. U. 241,2013-10-14
199,PRIMITIVO N.,011,I - CRSA - CD Ta 12,2013-09-27,66/71/11,,,G. U. 241,2013-10-14
199,PRIMITIVO N.,012,I - CRSA - CD Ta 19,2013-09-27,66/71/11,,,G. U. 241,2013-10-14
199,PRIMITIVO N.,013,I - CRAVIT - ERSA FVG 700,2014-10-20,1-23,,,G.U. 258,2014-06-11
199,PRIMITIVO N.,014,I - CRAVIT G 4,2014-10-20,1,,,G.U. 258,2014-06-11
199,PRIMITIVO N.,015,I - CRAVIT 1 V,2014-10-20,1,,,G.U. 258,2014-06-11
199,PRIMITIVO N.,016,I - CRSFA - Regione Puglia E210,2020-01-07,66/71/11/80,,,G.U. 16,2020-01-21
200,GLERA B.,,,1970-05-25,,SERPRINO *,* Ai soli fini della designazione dei vini DO e IGT della Provincia di Padova,G.U. 149,1970-06-17
200,GLERA B.,001,I - FEDIT 8 C.S.G.,1969-12-24,3,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
200,GLERA B.,002,I - ISV-ESAV 10,1990-02-13,1/21,,,G.U. 199,1990-08-27
200,GLERA B.,003,I - ISV-ESAV 14,1990-02-13,1/21,,,G.U. 199,1990-08-27
200,GLERA B.,004,I - ISV-ESAV 19,1990-02-13,1/21,,,G.U. 199,1990-08-27
200,GLERA B.,005,I - VCR 101,2000-12-06,2,,,G.U. 170,2001-07-24
200,GLERA B.,006,I - 2007 ISV-VA 4 (Serprina),2009-01-12,1/21,,,G.U. 93,2009-04-22
200,GLERA B.,007,I - 2007 ISV-VA 6,2009-01-12,1/21,,,G.U. 93,2009-04-22
200,GLERA B.,008,I - 2007 ISV-VA 7,2009-01-12,1/21,,,G.U. 93,2009-04-22
200,GLERA B.,009,I - 2007 ISV-VA 8,2009-01-12,1/21,,,G.U. 93,2009-04-22
200,GLERA B.,010,I - VCR 124,2010-05-28,2,,,G. U. 189,2010-08-14
200,GLERA B.,011,I - VCR 219,2013-07-10,2,,,G. U. 186,2013-08-09
200,GLERA B.,012,I - VCR 223,2013-07-10,2,,,G. U. 186,2013-08-09
200,GLERA B.,013,I - Ampelos TEA 29,2013-07-10,59/60,,,G. U. 186,2013-08-09
200,GLERA B.,014,I - Ampelos TEA 30,2013-07-10,59/60,,,G. U. 186,2013-08-09
200,GLERA B.,015,I - Enotria 99S,2020-06-09,59,,,G.U. 152,2020-06-17
200,GLERA B.,016,I - CREA-VE MA 21,2023-06-19,1,,,G.U. 170,2023-07-22
200,GLERA B.,017,I - CREA-VE MA 25,2023-06-19,1,,,G.U. 170,2023-07-22
200,GLERA B-,018,I - CRA-VE MA 27,2023-06-19,1,,,G.U. 170,2023-07-22
200,GLERA B.,019,I - CREA-VE MA 28,2023-06-19,1,,,G.U. 170,2023-07-22
201,PRUGNOLO GENTILE N.,,,1971-02-22,,,,G.U. 71,1971-03-22
201,PRUGNOLO GENTILE N.,001,I - BRUSCELLO,2001-11-06,9/15/37/40,,,G.U. 297,2001-12-22
201,PRUGNOLO GENTILE N.,002,I - BRAVIO,2001-11-06,9/15/37/40,,,G.U. 297,2001-12-22
201,PRUGNOLO GENTILE N.,003,I - GRIFO,2001-11-06,9/15/37/40,,,G.U. 297,2001-12-22
202,PRUNESTA N.,,,1970-05-25,,,,G.U. 149,1970-06-17
203,RABOSO PIAVE N.,,,1970-05-25,,FRIULARO *,* Ai soli fini della designazione dei vini DO e IGT della Provincia di Padova,G.U. 149,1970-06-17
203,RABOSO PIAVE N.,001,I - FEDIT 11 C.S.G.,1969-12-24,3,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
203,RABOSO PIAVE N.,002,I - RAUSCEDO 11,1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
203,RABOSO PIAVE N.,003,I - ISV-V2,1990-08-31,1,,,G.U. 242,1991-10-15
203,RABOSO PIAVE N.,004,I - VCR 43,2002-05-15,2,,,G.U. 165,2002-07-16
203,RABOSO PIAVE N.,005,I - VCR 20,2002-05-15,2,,,G.U. 165,2002-07-16
203,RABOSO PIAVE N.,006,I - VCR 19,2004-05-07,2,,,G.U. 242,2004-10-14
203,RABOSO PIAVE N.,007,I - VCR 232,2016-12-28,2,,,G.U. 8,2017-01-11
203,RABOSO PIAVE N.,008,I - VCR 461,2016-12-28,2,,,G.U. 8,2017-01-11
203,RABOSO PIAVE N.,009,I - Ampelos TEA 17,2017-10-05,59-60,,,G.U. 256,2017-11-02
204,RABOSO VERONESE N.,,,1970-05-25,,,,G.U. 149,1970-06-17
204,RABOSO VERONESE N.,001,I - FEDIT 2 C.S.G.,1969-12-24,3,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
204,RABOSO VERONESE N.,002,I - ISV-V1,1990-08-31,1,,,G.U. 242,1991-10-15
204,RABOSO VERONESE N.,003,I - ISV-V2,1990-08-31,1,,,G.U. 242,1991-10-15
204,RABOSO VERONESE N.,004,I - VCR 3,1995-03-03,2,,,G.U. 72,1995-03-27
205,REFOSCO DAL PEDUNCOLO ROSSO N.,,,1971-03-22,,"REFOSCO*, MALVOISE**","* Ai soli fini della designazione ** Ai soli fini della designazione, per l'esportazione o la spedizione verso altri Stati membri.",G.U. 98,1971-04-24
205,REFOSCO DAL PEDUNCOLO ROSSO N.,001,I - ISV-F1,1990-08-31,1/23,,,G.U. 242,1991-10-15
205,REFOSCO DAL PEDUNCOLO ROSSO N.,002,I - ISV-F4 TOPPANI,1990-08-31,1/23,,,G.U. 242,1991-10-15
205,REFOSCO DAL PEDUNCOLO ROSSO N.,003,I - VCR 14,1995-03-03,2,,,G.U. 72,1995-03-27
205,REFOSCO DAL PEDUNCOLO ROSSO N.,004,I - ERSA FVG 400,2002-11-27,23,,,G.U. 19,2003-01-24
205,REFOSCO DAL PEDUNCOLO ROSSO N.,005,"I - ERSA FVG 401 ""VILLA CHIOZZA""",2002-11-27,23,,,G.U. 19,2003-01-24
205,REFOSCO DAL PEDUNCOLO ROSSO N.,006,I - ISV ERSA FVG 402,2005-06-09,1/23,,,G.U. 210,2005-09-09
205,REFOSCO DAL PEDUNCOLO ROSSO N.,007,I - ISV ERSA FVG 403,2005-06-09,1/23,,,G.U. 210,2005-09-09
205,REFOSCO DAL PEDUNCOLO ROSSO N.,008,I - VCR 473,2007-09-19,2,,,G.U. 253,2007-10-30
205,REFOSCO DAL PEDUNCOLO ROSSO N.,009,I - ERSA FVG 404,2009-01-12,23,,,G.U. 93,2009-04-22
205,REFOSCO DAL PEDUNCOLO ROSSO N.,010,I - ERSA FVG 405,2009-01-12,23,,,G.U. 93,2009-04-22
205,REFOSCO DAL PEDUNCOLO ROSSO N.,011,I - VCR 61,2022-04-12,2,,,G.U. 106,2022-05-07
206,REFOSCO NOSTRANO N.,,,1971-03-22,,"REFOSCO*, REFOSCO GROSSO, REFOSCONE, MALVOISE**","* Ai soli fini della designazione ** Ai soli fini della designazione, per l'esportazione o la spedizione verso altri Stati membri.",G.U. 98,1971-04-24
206,REFOSCO NOSTRANO N.,001,I - VCR 5,1999-03-01,2,,,G.U. 86,1999-04-14
206,REFOSCO NOSTRANO N.,002,I - VCR 470,2007-09-19,2,,,G.U. 253,2007-10-30
206,REFOSCO NOSTRANO N.,003,I - VCR 471,2007-09-19,2,,,G.U. 253,2007-10-30
206,REFOSCO NOSTRANO N.,004,I - VCR 472,2007-09-19,2,,,G.U. 253,2007-10-30
206,REFOSCO NOSTRANO N.,005,I - CRAVIT - ERSA FVG 390,2010-05-28,23/1,,,G. U. 189,2010-08-14
207,RETAGLIADO BIANCO B.,,,1970-05-25,,,,G.U. 149,1970-06-17
208,RIBUELE B.,,,1970-05-25,,"RIBOLLA GIALLA, RIBOLLA , REBULA",,G.U. 149,1970-06-17
208,RIBUELE B.,001,I - CRAVIT - ERSA FVG 180,2010-05-28,23/1,,,G. U. 189,2010-08-14
208,RIBUELE B.,002,I - VCR 100,2011-04-22,2,,,G. U. 170,2011-07-23
208,RIBUELE B.,003,I - VCR 72,2019-05-23,2,,,G.U. 132,2019-06-07
208,RIBUELE B.,004,I - VCR 206,2019-05-23,2,,,G.U. 132,2019-06-07
208,RIBUELE B.,005,I - VCR 207,2019-05-23,2,,,G.U. 132,2019-06-07
208,RIBUELE B.,006,I - VCR 417,2019-05-23,2,,,G.U. 132,2019-06-07
208,RIBUELE B.,007,I - VCR 392,2020-06-09,2,,,G.U. 152,2020-06-17
208,RIBUELE B.,008,I - VCR 394,2020-06-09,2,,,G.U. 152,2020-06-17
209,RIESLING ITALICO B.,,,1970-05-25,,"WELSCHRIESLING**, RIESLING*",* Ai soli fini della designazione ** Ai soli fini della designazione dei vini provenienti da uve raccolte nelle province di Trento e Bolzano,G.U. 149,1970-06-17
209,RIESLING ITALICO B.,001,I - ISV CONEGLIANO 1,1969-12-24,1,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
209,RIESLING ITALICO B.,002,I - FEDIT 10 C.S.G.,1969-12-24,3,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
209,RIESLING ITALICO B.,004,I - RI - 12 - V18,1990-08-31,7/33,,,G.U. 242,1991-10-15
209,RIESLING ITALICO B.,005,I - RI - 12 - V23,1990-08-31,7/33,,,G.U. 242,1991-10-15
209,RIESLING ITALICO B.,006,I - VCR 364,2018-02-02,2,,,G.U. 39,2018-02-16
209,RIESLING ITALICO B.,007,I - VCR 365,2018-02-02,2,,,G.U. 39,2018-02-16
210,RIESLING RENANO B.,,,1970-05-25,,"RHEINRIESLING, RIESLING*",* Ai soli fini della designazione,G.U. 149,1970-06-17
210,RIESLING RENANO B.,001,I - RAUSCEDO 2,1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
210,RIESLING RENANO B.,002,I - ISV-3,1990-08-31,1,,,G.U. 242,1991-10-15
210,RIESLING RENANO B.,003,I - ISV-F1 TOPPANI,1990-08-31,1/23,,,G.U. 242,1991-10-15
210,RIESLING RENANO B.,004,I - VCR 3,1995-03-03,2,,,G.U. 72,1995-03-27
210,RIESLING RENANO B.,005,I - CRAVIT-ERSA FVG 170,2009-03-27,23/1,,,G.U. 146,2009-06-26
210,RIESLING RENANO B.,006,I - VCR 229,2018-02-02,2,,,G.U. 39,2018-02-16
211,ROLLO B.,,,1970-05-25,,,,G.U. 149,1970-06-17
212,RONDINELLA N.,,,1970-05-25,,,,G.U. 149,1970-06-17
212,RONDINELLA N.,001,I - RAUSCEDO 1,1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
212,RONDINELLA N.,002,I - ISV - CV 73,1980-10-01,1/17,,,G.U. 300,1980-10-31
212,RONDINELLA N.,003,I - ISV - CV 76,1980-10-01,1/17,,,G.U. 300,1980-10-31
212,RONDINELLA N.,004,I - ISV - CV 23,1991-02-23,1/17,,,G.U. 242,1991-10-15
212,RONDINELLA N.,005,I - VCR 32,2002-05-15,2,,,G.U. 165,2002-07-16
212,RONDINELLA N.,006,I - VCR 38,2002-05-15,2,,,G.U. 165,2002-07-16
212,RONDINELLA N.,007,I - RON - VISP,2010-05-28,58/83,,,G. U. 189,2010-08-14
212,RONDINELLA N.,008,I - VITIVER 1,2014-10-20,98-99,,,G.U. 258,2014-06-11
213,ROSSESE N.,,,1970-05-25,,,,G.U. 149,1970-06-17
213,ROSSESE N.,001,I - CVT 37,2003-07-09,12,,,G.U. 241,2003-10-16
213,ROSSESE N.,002,I - CVT 1,2008-06-23,12,,,G.U. 194,2008-08-20
214,ROSSIGNOLA N.,,,1970-05-25,,ROSSETTA,,G.U. 149,1970-06-17
214,ROSSIGNOLA N.,001,I - ISV - CV 3,1980-10-01,1/17,,,G.U. 300,1980-10-31
214,ROSSIGNOLA N.,002,I - ISV - CV 7,1980-10-01,1/17,,,G.U. 300,1980-10-31
214,ROSSIGNOLA N.,003,I - ISV - CV 9,1980-10-01,1/17,,,G.U. 300,1980-10-31
215,ROSSOLA NERA N.,,,1970-05-25,,ROSSOLA,,G.U. 149,1970-06-17
215,ROSSOLA NERA N.,001,I - 29,2002-11-27,41/45,,,G.U. 19,2003-01-24
216,ROUSSANE B.,,,1971-03-22,,,,G.U. 98,1971-04-24
216,ROUSSANE B.,002,I - U.S. FI - PI 1,1994-10-26,9/15,,,G.U. 273,1994-11-22
217,SAGRANTINO N.,,,1970-05-25,,,,G.U. 149,1970-06-17
217,SAGRANTINO N.,001,I - 2 ISV - ICA PG,2003-07-09,1/26/46,,,G.U. 241,2003-10-16
217,SAGRANTINO N.,002,I - UNIMI - CAPRAI - 25 ANNI,2003-07-09,33/49,,,G.U. 241,2003-10-16
217,SAGRANTINO N.,003,I - UNIMI - CAPRAI - COBRA,2003-07-09,33/49,,,G.U. 241,2003-10-16
217,SAGRANTINO N.,004,I - UNIMI - CAPRAI - COLLEPIANO,2003-07-09,33/49,,,G.U. 241,2003-10-16
217,SAGRANTINO N.,005,I - VCR 226,2009-03-27,2,,,G.U. 146,2009-06-26
217,SAGRANTINO N.,006,I - VCR 67,2023-06-19,2,,,G.U. 170,2023-07-22
218,SANGIOVESE N.,,,1970-05-25,,"SANGIOVETO, (096) GRECHETTO ROSSO N.",,G.U. 149,1970-06-17
218,SANGIOVESE N.,001,I - RAUSCEDO 10 (Grosso Lamole),1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
218,SANGIOVESE N.,002,I - RAUSCEDO 24 (Medio Predappio),1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
218,SANGIOVESE N.,003,I - SG 2 T,1976-02-02,8,,,G.U. 136,1976-05-24
218,SANGIOVESE N.,004,I - SG 4 T,1976-02-02,8,,,G.U. 136,1976-05-24
218,SANGIOVESE N.,006,I - SG 12 T,1976-02-02,8,,,G.U. 136,1976-05-24
218,SANGIOVESE N.,007,I - PECCIOLI 1,1976-02-04,9,,,G.U. 136,1976-05-24
218,SANGIOVESE N.,008,I - AP - SG 1,1977-06-22,13,,,G.U. 242,1977-09-06
218,SANGIOVESE N.,009,I - AP - SG 2,1977-06-22,13,,,G.U. 242,1977-09-06
218,SANGIOVESE N.,010,I - SS - F9 - A5 - 48,1978-10-24,15,,,G.U. 323,1978-11-18
218,SANGIOVESE N.,011,I - MONTALCINO 42,1980-10-01,9,,,G.U. 300,1980-10-31
218,SANGIOVESE N.,012,I - CSV - AP - SG5,1990-06-21,13,,,G.U. 196,1990-08-23
218,SANGIOVESE N.,013,I - FEDIT 20 - CH,1990-08-31,42,,,G.U. 242,1991-10-15
218,SANGIOVESE N.,014,I - FEDIT 21 - CH,1990-08-31,3,,,G.U. 242,1991-10-15
218,SANGIOVESE N.,015,I - FEDIT 22 - CH,1990-08-31,3,,,G.U. 242,1991-10-15
218,SANGIOVESE N.,016,I - VCR 4,1995-03-03,2,,,G.U. 72,1995-03-27
218,SANGIOVESE N.,017,I - VCR 19,1995-03-03,2,,,G.U. 72,1995-03-27
218,SANGIOVESE N.,018,I - UBA 74/C,1992-01-20,11/35/36,,,G.U. 53,1992-03-04
218,SANGIOVESE N.,019,I - UBA 79/C,1992-01-20,11/35/36,,,G.U. 53,1992-03-04
218,SANGIOVESE N.,020,I - VCR 5,1994-10-26,2,,,G.U. 273,1994-11-22
218,SANGIOVESE N.,021,I - VCR 6,1994-10-26,2,,,G.U. 273,1994-11-22
218,SANGIOVESE N.,022,I - VCR 30,1994-10-26,2,,,G.U. 273,1994-11-22
218,SANGIOVESE N.,023,I - U.S. FI-PI 3,1994-10-26,9/15,,,G.U. 273,1994-11-22
218,SANGIOVESE N.,025,I - U.S. FI-PI 172,1994-10-26,9/15,,,G.U. 273,1994-11-22
218,SANGIOVESE N.,026,I - B-BS-11,1978-10-24,15,,,G.U. 323,1978-11-18
218,SANGIOVESE N.,027,I - VCR 23,1995-03-03,2,,,G.U. 72,1995-03-27
218,SANGIOVESE N.,028,I - BF 10,1996-10-09,6/7/27/28/33,,,G.U. 258,1996-11-04
218,SANGIOVESE N.,029,I - BF 30,1996-10-09,6/7/27/28/33,,,G.U. 258,1996-11-04
218,SANGIOVESE N.,030,I - TIN-10,1996-10-09,6/7/27/28/33,,,G.U. 258,1996-11-04
218,SANGIOVESE N.,031,I - TIN-50,1996-10-09,6/7/27/28/33,,,G.U. 258,1996-11-04
218,SANGIOVESE N.,032,I - JANUS-10,1996-10-09,6/7/27/28/33,,,G.U. 258,1996-11-04
218,SANGIOVESE N.,033,I - JANUS-20,1996-10-09,6/7/27/28/33,,,G.U. 258,1996-11-04
218,SANGIOVESE N.,034,I - VCR 16,1996-10-09,2,,,G.U. 258,1996-11-04
218,SANGIOVESE N.,035,I - VCR 103,1996-10-09,2,,,G.U. 258,1996-11-04
218,SANGIOVESE N.,036,I - UBA 63/F,1996-10-09,11/35/36,,,G.U. 258,1996-11-04
218,SANGIOVESE N.,037,I - UBA 63/L,1996-10-09,11/35/36,,,G.U. 258,1996-11-04
218,SANGIOVESE N.,038,I - VCR 102,1997-09-01,2,,,G.U. 254,1997-10-30
218,SANGIOVESE N.,039,I - CCL 2000/1,1999-03-01,9/15/27/30,,,G.U. 85,1999-04-13
218,SANGIOVESE N.,040,I - CCL 2000/2,1999-03-01,9/15/27/30,,,G.U. 85,1999-04-13
218,SANGIOVESE N.,041,I - CCL 2000/3,1999-03-01,9/15/27/30,,,G.U. 85,1999-04-13
218,SANGIOVESE N.,042,I - CCL 2000/4,1999-03-01,9/15/27/30,,,G.U. 85,1999-04-13
218,SANGIOVESE N.,043,I - MI-BF-50,1999-05-25,7/33,,,G.U. 160,1999-07-10
218,SANGIOVESE N.,044,I - MI-TIN-20,1999-05-25,7/33,,,G.U. 160,1999-07-10
218,SANGIOVESE N.,045,I - MI-TIN-30,1999-05-25,7/33,,,G.U. 160,1999-07-10
218,SANGIOVESE N.,046,I - MI-TIN-40,1999-05-25,7/33,,,G.U. 160,1999-07-10
218,SANGIOVESE N.,047,I - C.FUTURO 1,2000-12-06,9/37/39,,,G.U. 170,2001-07-24
218,SANGIOVESE N.,048,I - C.FUTURO 2,2000-12-06,9/37/39,,,G.U. 170,2001-07-24
218,SANGIOVESE N.,049,I - C.FUTURO 3,2000-12-06,9/37/39,,,G.U. 170,2001-07-24
218,SANGIOVESE N.,050,I - C.FUTURO 4,2000-12-06,9/37/39,,,G.U. 170,2001-07-24
218,SANGIOVESE N.,051,I - VCR 106,2000-12-06,2,,,G.U. 170,2001-07-24
218,SANGIOVESE N.,052,I - VCR 108,2000-12-06,2,,,G.U. 170,2001-07-24
218,SANGIOVESE N.,053,I - Fedit 30 ESAVE,2000-12-06,3/32,,,G.U. 170,2001-07-24
218,SANGIOVESE N.,054,I - Fedit 38 ESAVE,2000-12-06,3/32,,,G.U. 170,2001-07-24
218,SANGIOVESE N.,055,I - VCR 105,2001-11-06,2,,,G.U. 297,2001-12-22
218,SANGIOVESE N.,056,I - VCR 109,2001-11-06,2,,,G.U. 297,2001-12-22
218,SANGIOVESE N.,057,I - VCR 116,2001-11-06,2,,,G.U. 297,2001-12-22
218,SANGIOVESE N.,058,I - JANUS 50,2001-11-06,7/33,,,G.U. 297,2001-12-22
218,SANGIOVESE N.,059,I - CSV - SG 4,2002-11-27,13,,,G.U. 19,2003-01-24
218,SANGIOVESE N.,060,I - CSV - SG 6,2002-11-27,13,,,G.U. 19,2003-01-24
218,SANGIOVESE N.,061,I - 9 ISV ,2002-11-27,1/13,,,G.U. 19,2003-01-24
218,SANGIOVESE N.,062,I - ISV RC 1,2002-11-27,1,,,G.U. 19,2003-01-24
218,SANGIOVESE N.,063,I - ISV 2,2002-11-27,1,,,G.U. 19,2003-01-24
218,SANGIOVESE N.,064,I - CCL 2000/5,2002-11-27,15/43/9/30/27,,,G.U. 19,2003-01-24
218,SANGIOVESE N.,065,I - CCL 2000/6,2002-11-27,15/43/9/30/27,,,G.U. 19,2003-01-24
218,SANGIOVESE N.,066,I - CCL 2000/7,2002-11-27,15/43/9/30/27,,,G.U. 19,2003-01-24
218,SANGIOVESE N.,067,I - SG-CDO-4,2004-05-07,9/15/50,,,G.U. 242,2004-10-14
218,SANGIOVESE N.,068,I - SG-CDO-6,2004-05-07,9/15/50,,,G.U. 242,2004-10-14
218,SANGIOVESE N.,069,I - SG-P.A-1,2004-05-07,9/15/51,,,G.U. 242,2004-10-14
218,SANGIOVESE N.,070,I - SG-P.A-8,2004-05-07,9/15/51,,,G.U. 242,2004-10-14
218,SANGIOVESE N.,071,I - Fedit 2 ESAVE,2005-06-09,3/32,,,G.U. 210,2005-09-09
218,SANGIOVESE N.,072,I - Agri 3,2006-02-02,9/15/56,,,G.U. 61,2006-03-14
218,SANGIOVESE N.,073,I - Agri 45,2006-02-02,9/15/56,,,G.U. 61,2006-03-14
218,SANGIOVESE N.,074,I - TEA 6,2006-02-02,59/60,,,G.U. 61,2006-03-14
218,SANGIOVESE N.,075,I - VCR 207,2007-01-09,2,,,G.U. 38,2007-02-15
218,SANGIOVESE N.,076,I - SA - PA - 9,2007-01-09,15/9,,,G.U. 38,2007-02-15
218,SANGIOVESE N.,077,I - VCR 209,2007-01-09,2,,,G.U. 38,2007-02-15
218,SANGIOVESE N.,078,I - VCR 214,2007-01-09,2,,,G.U. 38,2007-02-15
218,SANGIOVESE N.,079,I - VCR 218,2007-01-09,2,,,G.U. 38,2007-02-15
218,SANGIOVESE N.,080,I - VCR 235,2007-01-09,2,,,G.U. 38,2007-02-15
218,SANGIOVESE N.,081,I - VCR 237,2007-01-09,2,,,G.U. 38,2007-02-15
218,SANGIOVESE N.,082,I - AGRI 6,2007-09-19,9/15/56,,,G.U. 253,2007-10-30
218,SANGIOVESE N.,083,I - Ampelos TEA 7,2008-01-28,59/60/9,,,G.U. 62,2008-03-13
218,SANGIOVESE N.,084,I - Ampelos TEA 8,2008-01-28,59/60/9,,,G.U. 62,2008-03-13
218,SANGIOVESE N.,085,I - Ampelos TEA 9,2008-01-28,59/60,,,G.U. 2,2008-03-13
218,SANGIOVESE N.,086,I - Ampelos TEA 10D,2008-01-28,59/60/65,,,G.U. 62,2008-03-13
218,SANGIOVESE N.,087,I - Ampelos TEA 15,2008-01-28,59/60,,,G.U. 62,2008-03-13
218,SANGIOVESE N.,088,I - UNIMI-VITIS SANG VV 101,2008-06-23,33/58,,,G.U. 194,2008-08-20
218,SANGIOVESE N.,089,I - UNIMI-VITIS SANG VV 110,2008-06-23,33/58,,,G.U. 194,2008-08-20
218,SANGIOVESE N.,090,I - SG - VITIS 1,2010-05-28,58,,,G. U. 189,2010-08-14
218,SANGIOVESE N.,091,I - SG - VITIS 3,2010-05-28,58,,,G. U. 189,2010-08-14
218,SANGIOVESE N.,092,I - CRA VIC BC SF6,2011-04-22,82/60/90/91,,,G. U. 170,2011-07-23
218,SANGIOVESE N.,093,I - AGRI-100,2012-03-23,56/87/9/15/37,,,G. U. 137,2012-06-14
218,SANGIOVESE N.,094,I - AGRI-200,2012-03-23,56/87/9/15/37,,,G. U. 137,2012-06-14
218,SANGIOVESE N.,095,I - CHI 8,2012-03-23,87/9/37,,,G. U. 137,2012-06-14
218,SANGIOVESE N.,096,I - CHI 10,2012-03-23,87/9/37,,,G. U. 137,2012-06-14
218,SANGIOVESE N.,097,I - CHI 13,2012-03-23,87/9/37,,,G. U. 137,2012-06-14
218,SANGIOVESE N.,098,I - CCL-2000/9,2012-03-23,30/87/9/15/37,,,G. U. 137,2012-06-14
218,SANGIOVESE N.,099,I - CCL-2000/10,2012-03-23,30/87/9/15/37,,,G. U. 137,2012-06-14
218,SANGIOVESE N.,100,I - FUTURO-352,2012-03-23,39/87/9/37,,,G. U. 137,2012-06-14
218,SANGIOVESE N.,101,I - FUTURO-398,2012-03-23,39/87/9/37,,,G. U. 137,2012-06-14
218,SANGIOVESE N.,102,I - SG-CDO-8,2012-03-23,50/87/9/15/37,,,G. U. 137,2012-06-14
218,SANGIOVESE N.,105,I - SG - CAPSI - 300,2013-07-10,42,,,G. U. 186,2013-08-09
218,SANGIOVESE N.,106,I - SG - CAPSI - 301,2013-07-10,42,,,G. U. 186,2013-08-09
218,SANGIOVESE N.,103,I - S-PRU-RA,2012-11-22,40/87/9/15/37,,,G.U. 60,2013-03-12
218,SANGIOVESE N.,104,I - S-PRU-WA,2012-11-22,40/87/9/15/37,,,G.U. 60,2013-03-12
218,SANGIOVESE N.,107,I - G 76,2014-05-15,94,,,G.U. 127,2014-06-04
218,SANGIOVESE N.,108,I - GM 1,2014-05-15,94,,,G.U. 127,2014-06-04
218,SANGIOVESE N.,109,I - GM 32,2014-05-15,94,,,G. U. 127,2014-06-04
218,SANGIOVESE N.,110,I - GCV 10,2014-05-15,94,,,G.U. 127,2014-06-04
218,SANGIOVESE N.,111,I - GCV 12,2014-05-15,94,,,G.U. 127,2014-06-04
218,SANGIOVESE N.,112,I - FdB - CAB M 17,2014-10-20,8,,,G.U. 258,2014-06-11
218,SANGIOVESE N.,113,I - FdB - CAB M 43,2014-10-20,8,,,G.U. 258,2014-06-11
218,SANGIOVESE N.,114,I - CRA-BR 1141,2015-12-30,82/100/101,,,G.U. 16,2016-01-21
218,SANGIOVESE N.,115,I -CRA-BR 1872,2015-12-30,82/100/101,,,G.U. 16,2016-01-21
218,SANGIOVESE N.,116,I - LA - VITE - SG - 56,2016-06-08,89/9/102,,,G.U. 155,2016-07-05
218,SANGIOVESE N.,117,I - LA - VITE - SG - 57,2016-06-08,89/9/102,,,G.U. 155,2016-07-05
218,SANGIOVESE N.,118,I - LA - VITE - SG - 58,2016-06-08,89/9/102,,,G.U. 155,2016-07-05
218,SANGIOVESE N.,119,I - CREA RLB 1,2018-02-02,82,,,G.U. 39,2018-02-16
218,SANGIOVESE N.,120,I - SG-BB-42,2018-02-02,56-9-87-105,,,G.U. 39,2018-02-16
218,SANGIOVESE N.,121,I - SIRO PS 3,2018-02-02,106-9-87,,,G.U. 39,2018-02-16
218,SANGIOVESE N.,122,I - SIRO PS 13,2018-02-02,106-9-87,,,G.U. 39,2018-02-16
218,SANGIOVESE N.,123,I - SIRO PS 29,2018-02-02,106-9-87,,,G.U. 39,2018-02-16
218,SANGIOVESE N.,124,I - Nardi 1,2019-05-23,15/113,,,G.U. 132,2019-06-07
218,SANGIOVESE N.,125,I - Nardi 2,2019-05-23,15/113,,,G.U. 132,2019-06-07
218,SANGIOVESE N.,126,I - Nardi 3,2019-05-23,15/113,,,G.U. 132,2019-06-07
218,SANGIOVESE N.,127,I - TSN FL 58,2019-05-23,15/113,,,G.U. 132,2019-06-07
218,SANGIOVESE N.,128,I - AMPELOS BS 2,2019-05-23,60/93,,,G.U. 132,2019-06-07
218,SANGIOVESE N.,129,I - AMPELOS DGV 19,2019-05-23,60/65,,,G.U. 132,2019-06-07
218,SANGIOVESE N.,130,I - AMPELOS DGV 5,2019-05-23,60/65,,,G.U. 132,2019-06-07
219,S. GIUSEPPE NERO N.,,,1971-02-22,,,,G.U. 71,1971-03-22
220,S. LUNARDO B.,,,1971-02-22,,,,G.U. 71,1971-03-22
221,SAUVIGNON B.,,,1970-05-25,,SAUVIGNON BLANC*,* Ai soli fini della designazione dei vini provenienti da uve raccolte nella provincia di Bolzano,G.U. 149,1970-06-17
221,SAUVIGNON B.,001,I - ISV CONEGLIANO 1,1969-12-24,1,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
221,SAUVIGNON B.,003,I - RAUSCEDO 3,1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
221,SAUVIGNON B.,004,I - ISV-F 2,1990-06-21,1/23,,,G.U. 199,1990-08-27
